Linux 4.18.0-553.139.1.el8_10.x86_64 (g-test-poc-2) 	07/12/26 	_x86_64_	(4 CPU)

12:29:05     CPU    %usr   %nice    %sys %iowait    %irq   %soft  %steal  %guest  %gnice   %idle
12:29:06     all    1.01    0.00    1.01    0.00    0.76    0.00    0.00    0.00    0.00   97.22
12:29:07     all    1.50    0.00    0.25    0.00    0.25    0.50    0.00    0.00    0.00   97.49
12:29:08     all    0.50    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   98.25
12:29:09     all    0.50    0.00    1.00    0.00    0.50    0.25    0.00    0.00    0.00   97.74
12:29:10     all    1.52    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   97.98
12:29:11     all    0.75    0.00    1.00    0.00    0.25    0.00    0.25    0.00    0.00   97.74
12:29:12     all    1.00    0.00    0.75    0.25    0.50    0.25    0.00    0.00    0.00   97.25
12:29:13     all    1.01    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   97.99
12:29:14     all    0.50    0.00    1.01    0.00    0.25    0.00    0.00    0.00    0.00   98.24
12:29:15     all    1.01    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.49
12:29:16     all    0.75    0.00    0.50    0.25    0.25    0.50    0.00    0.00    0.00   97.75
12:29:17     all    0.50    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   98.50
12:29:18     all    0.75    0.00    1.01    0.00    0.50    0.00    0.00    0.00    0.00   97.74
12:29:19     all    1.01    0.00    0.25    0.00    0.00    0.00    0.00    0.00    0.00   98.74
12:29:20     all    0.25    0.00    0.76    0.00    0.25    0.00    0.00    0.00    0.00   98.74
12:29:21     all    1.49    0.00    0.75    0.00    0.75    0.50    0.00    0.00    0.00   96.52
12:29:22     all    1.25    0.00    0.50    0.00    0.00    0.00    0.00    0.00    0.00   98.25
12:29:23     all    0.75    0.00    0.75    0.25    0.50    0.00    0.00    0.00    0.00   97.74
12:29:24     all    1.01    0.00    0.25    0.00    0.50    0.25    0.00    0.00    0.00   97.98
12:29:25     all    1.00    0.00    1.25    0.00    0.00    0.25    0.00    0.00    0.00   97.49
12:29:26     all    1.24    0.00    0.74    0.00    0.50    0.50    0.25    0.00    0.00   96.77
12:29:27     all    0.76    0.00    0.25    0.00    0.51    0.00    0.25    0.00    0.00   98.22
12:29:28     all    1.01    0.00    1.01    0.00    0.00    0.00    0.00    0.00    0.00   97.99
12:29:29     all    0.25    0.00    0.25    0.25    0.25    0.00    0.00    0.00    0.00   98.99
12:29:30     all    1.25    0.00    0.75    0.00    0.50    0.25    0.00    0.00    0.00   97.26
12:29:31     all    1.26    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   97.74
12:29:32     all    0.50    0.00    0.75    0.00    0.50    0.00    0.00    0.00    0.00   98.25
12:29:33     all    0.51    0.00    0.51    0.00    0.25    0.00    0.25    0.00    0.00   98.48
12:29:34     all    0.75    0.00    1.00    0.00    0.00    0.25    0.00    0.00    0.00   97.99
12:29:35     all    1.72    0.00    0.98    0.49    0.74    0.74    0.00    0.00    0.00   95.33
12:29:36     all    0.51    0.00    0.51    0.00    0.25    0.00    0.00    0.00    0.00   98.73
12:29:37     all    0.76    0.00    0.50    0.00    0.25    0.00    0.00    0.00    0.00   98.49
12:29:38     all    1.01    0.00    0.25    0.00    0.25    0.00    0.00    0.00    0.00   98.49
12:29:39     all    0.50    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   98.49
12:29:40     all    1.25    0.00    0.50    0.00    0.25    0.25    0.00    0.00    0.00   97.75
12:29:41     all    0.50    0.00    0.76    0.00    0.25    0.00    0.00    0.00    0.00   98.49
12:29:42     all    0.51    0.00    0.51    0.00    0.51    0.00    0.00    0.00    0.00   98.48
12:29:43     all    0.75    0.00    0.75    0.00    0.25    0.25    0.00    0.00    0.00   97.99
